title,label
hariris party condemns attacks against saudi arabia statement,1
amid state dinner glamor a serious agenda for obamatrudeau talks,1
russian pm says usrussia ties at low ebb but trump friendly,1
msnbc reporter shocked after leftists call for his firing for pointing out trumps genuine compassion for tx flood victims grandpa who the public never sees,0
wikileaks memo bill clinton raked in tens of millions of dollars through a series of deals while hillary was secretary of state,0
trumps un speech may have been terrible but the faces of other representatives were priceless,0
obama singing happy birthday to malia is the most dad thing youll ever see him do,0
if trump loses im grabbing my musket former congressman ready to go full revolution,0
china corruption could lead to sovietstyle collapse graft buster says,1
analysis trump lied times during his congressional speech,0
state department says fbi has not approached it in renewed email probe,1
cummings and chaffetz reveal major problem for trump appears flynn committed a felony,0
john mccains opponent sees donations pour in after mccain blamed obama for orlando,0
greek police protesters clash in athens during obama visit,1
chinas xi says war cannot be allowed on korean peninsula,1
the guy trump wants in charge of the environment literally hates puppies,0
common painkillers linked to increased heart failure risk,0
donald trump jr appears with white supremacist on radio show,1
two pictures perfectly illustrate the difference between obamas lawless america and trumps lawandorder america,0
eu tells netanyahu it rejects trumps jerusalem move,1
with obamacare vote house republicans free to turn to tax reform,1
breaking why obama was snubbed by saudi and other arab leaders in security summit,0
donald trump attacks ted cruz with the single most hypocritical move of the campaign,0
the boycott of israel just got a major helping hand from president obama,0
cameroon orders anglophone region total lockdown for three days,1
zimbabwes corrupt government seeks extradition of american lion hunter secret memo shows us was aware of million trophy hunting business,0
chris christie calls obama a petulant child for executive orders on guns,0
ecuador president removed as head of ruling party as feud deepens,1
ouch president trumps call to troops zings obamas terrible strategy defeating isis,0
how north koreas latest icbm test stacks up,1
turkey to detain exforeign ministry staff over gulen links media,1
white nationalist radio trump gave us a press pass and we interviewed his son,0
new poll is devastating news for trump its worse than his slipping approval rating,0
lie after lie after lie foxs shep smith breaks ranks goes nuclear on team trump,0
residents of philippines marawi begin long trudge back to normalcy as battle ends,1
house to introduce puerto rico crisis bill on wednesday rep bishop,1
russian military denies report is captured russian soldiers in syria ifax,1
trump blames media conspiracy for low numbers in his latest unhinged twitter rant,0
threatened us pullout might help not hobble global climate pact,1
policeman pkk militant killed in southeast turkey governors office,1
an open letter to decent republicans its time to leave donald trumps gop,0
us conservative group backs republicans who favor clean energy,1
how rubios campaign failed problems from the start,1
fox news terror analyst pleads guilty to major fraud faces years in prison,0
clinton wins big in new york democratic primary,0
comment on tips for having sex with croatian girls by watch my summer vacation in croatia,1
how to handle thanksgiving after the election,0
rex tillerson and nikki haley who can flip flop the most,0
loving christians make plans to harass thousands of people at dc rally,0
germany drops mass us uk spying probe on lack of evidence,1
whoa did white supremacist who organized charlottesville protests work for cnn were protests manufactured to create hate for right and trump,0
ted cruz repeats lie about scotus nominations vows to block anyone obama chooses,0
disgusting video shows syrian parents sending yr old daughters to blow themselves up for allah,0
kellyanne conway cannot name one performer lined up for trumps inauguration,0
trump tweets chicago murder stats demands that mayor let him handle it,0
taiwan tells us it does not want to cause trouble in taiwan strait,1
greens say no support for macrons ez budget idea in german talks,1
russia criticizes us for anticuban approach says it sides with cuba,1
us senators urge trump to take tough line on russia over ukraine,1
trump taps adviser manafort to be campaign chairman cnn,1
incoming trump deputy sec of state blames russian hacking on obama false flag,0
suspected boko haram militants take over northeast nigeria town residents,1
european states push us for detailed middle east peace proposals,1
clintons blitzkrieg campaign the savage politics of the oligarchs,0
antigay texas attorney general faces disbarment,0
speaker ryan says he would step down as republican convention chair if trump asks report,1
us justices mull propriety of recalling discharged jury to duty,1
trump says he has narrowed potential running mate picks to five or six ap,1
yelp fires employee after her brutal complaint about low wages goes viral,0
trump threatens comey via twitter in his most autocratic move yet,0
watch white trump thugs manhandle black protesters as candidate drones on,0
homeless woman protects trumps walk of fame star from violent leftists,0
australia police say dont suspect terrorism after car plows into pedestrians,1
socialist utopia of venezuela tells people to eat their pets,0
keith olbermann drops truth bomb about trump and electoral college time for them to do their job,0
us admits not targeting al nusra then blames moscow for separating moderates from terrorists,0
collecting the money for the wall mexico starts charging americans a fee to enter,0
watch creepy young ted cruz says he wants to be in a teen tt film rule everything,0
obama lectures cops on bigotry slavery oppression at memorial service for dallas cops murdered by black racist,0
dividendseeking investors should check out technology epoch,1
russian military chief criticizes us japan and south korea drills,1
perus president pardons exleader fujimori citing his health,1
donald trump throws hissy fit on air after being asked about his racism on npr,0
white house presses congress on bill allowing families to sue saudi arabia,1
us lawsuit seeks disclosure of court orders on decryption,1
three dead bodies pulled from sea near spain after migrant boat sinks,1
do you know someone who is afflicted with the berngreat newsthere is a cure,0
north korean official says will continue missile tests bbc,1
music legend and american icon prince dies at,0
republicans lay out plans for obamacare repeal,1
bill maher has a message for trumpkins regarding hillarys health and they wont like it at all,0
us health official widespread zika vaccine not likely to be available for years,1
greece overcomes forestry setback to develop athens coastal resort,1
just in former dnc chair donna brazile accuses hillary of cheating to win election laundering money through dncdrops major bombshell about cancer barack obama,0
bid to fix iran nuclear deal faces uphill climb in us congress,1
white house weighs possible supreme court nomination of gov sandoval source,1
colbert hilariously humiliates ted cruz for losing new york by a landslide,0
bonkers watch dnc chair give another nasty speech republicans dont give a sht about the people,0
daimler ag ferrari selling some new vehicles with faulty air bags us senate report,1
watch senator lindsey graham drops bombshell finally confirms the fake russian dossier was used to obtain fisa warrant to spy on trump,0
wasserman schultz will not open democratic convention media reports,1
deputy attorney general pissed trump ordered him to find reason to fire comey,0
from bad to worse obamas ransom payment to iran is just the tip of the iceberg,1
dopey santas mcafee hacked silicon valley vs acr boiler room ep,0
why grown man was arrested in democrats new safe space for pedophiles is disgustingare you paying attention target,0
trump supporters tricked into buying beers at mexico city boozeup,1
civil rights hero nearly killed by kkk has a warning about donald trump,0
whoa frances conservative presidential candidate refuses to cover her head with muslim veilwalks out of meeting,0
disney owned abc show scandal shows actress having abortion while silent night plays and narrator says family doesnt complete youit destroys you update scandal producer sits on planned parenthood board,0
mcconnell optimistic of tax bill deal between senate and house,1
all kidding asidedid hillary just have a seizure in middle of q a with journalists you be the judge,0
arsonists attack building used by controversial russian director,1
clinton ad blitz outpaces trump as his super pacs bow out,1
eu lawmakers see little progress in sri lanka rights reforms,1
breaking dartmouth tells college republicans auditorium not open to presidential candidates for trump eventbut okay for hillary event tomorrow,0
how can we trust voting machine company servicing states who just got busted making donation to clintons,0
democratic state attorneys general decry student loan rework by republicans,1
americas stepdad tim kaine just burned trump hard on colbert,0
democrats eye gains in pennsylvania trial on goofy gerrymandering,1
trump believes roy moore should step aside if allegations are true white house,1
meryl streep just hammered trump in heartbreaking human rights speech,0
at g summit trump pledges million in aid to four countries,1
newsticker,0
canadian tech companies ask ottawa to issue visas after us ban,1
watch dan bongino call out cnn host for ridiculous bias against trumps a comments,0
white guilt idiocy oscar nominee embarrassed to be part of hollywood whitewashing,0
trump project under federal investigation possibly violates labor laws,0
update wikileaks clinton document dump back on,0
busted uncovered video shows londons muslim mayor calling moderate muslims uncle toms video shows him defending convicted terrorists,0
us epa employees protest trumps pick to run agency,1
trump budget would slash cleanup of hazardous waste sites by percent,1
nothing new fake weaponized news has long haunted our warweary world,0
an angry morning joe skewers trump minion general michael flynn for sharing fake news,0
michigan governor solve flint water crisis instead of laying blame,1
trump immigration order may require legislation us lawmakers,1
no title,0
russian helicopter missing off norway found rescue center,1
miami police union leader joins other conservatives in bashing nfl for las vegas massacre,0
obamas you know its black history month when joke stole the show made michelle blush,0
wow tucker and jesse destroy the liberal kooks protesting trump,0
vp joe biden to make appearance at oscars to introduce song about sexual assault,0
senators renew push to overhaul military handling of sex assault,1
exxon mobil brazenly attempts to use administration to grant russian favors,0
trump may discuss secretary of state job with critic romney source,1
oas may request new honduras election to correct irregularities,1
shocking entire facebook page dedicated to evidence of donald trump death threats,0
delusional democrat al green i will draw up documents of impeachment,0
report turns out most of trumps charity was giving free golf to his business friends,0
liberal pbs anchor gets brutal truth on trump vs obama immigration policy thats whats been missing for the last years,0
former antitrump actor calls out the left fk you if you want trump to fail,0
ted cruz wins wyoming republican presidential nominating contest,1
trump vows phenomenal tax announcement offers no details,1
iranian products on display in kiev,1
here we go again trump supporters beat the sht out of protester,0
house drops military draft requirement for women,1
us treasurys mnuchin says will unveil tax reform plan very soon,1
lawrence odonnell is trolling bill oreilly over his sexual harassment scandals its brilliant,0
trump has friendly call with mexican leader but he demands change,1
polls show millennials hate trump would overwhelmingly back clinton,0
obama administration suspends pacific trade deal vote effort,1
foreign leaders to team trump quit begging us for money for your repugnant campaign,0
leaked memo fuels accusations of ethnic bias in afghan government,1
moscow hopes syrian opposition will attend russiabacked congress ifax,1
house intel slaps subpoenas on mccain institute associate involved in trump dirty dossier sources,0
cia claims of russian intervention in us election fall flat,0
exclusive trump calls chinese grand champions of currency manipulation,1
us energy chief says to start negotiations on nuclear pact with riyadh,1
exclusive trump would talk to north koreas kim wants to renegotiate climate accord,1
republican ted cruz says senate should not vote on president obamas supreme court nominee,1
hey chuck we won crybaby schumer leads chant dump trump during nyc protest,0
the young girl the clintons destroyedmonica lewinsky im probably the only year old who doesnt want to be again,0
executes iraqi civilians in hammam alalil in arij village official,0
actors quit ferguson play days before opening because they want medias bogus hands up dont shoot version to replace actual court transcripts,0
it begins new york school scheduled to set aside special classrooms for muslim prayer,0
trumps bizarre reaction to hillarys speech calling him racist proves hes racist,0
brazil house speaker says temer charges must be taken together,1
us commerce nominee ross calls china most protectionist country,1
russia lebanon should solve problems without outside interference ifax,1
uk pm may tightens grip over brexit talks appoints official as eu adviser,1
a legend in his own mind joe biden has regrets about not running and you wont believe why,0
australian woman escapes the noose for drug trafficking in malaysia,1
these two former republicans are on the cusp of making history as democrats,0
watch bill oreilly calls black lives matter a national hate group,0
vice president pence urges congress to complete obamacare repeal,1
clinton leads trump by points after democratic confab reutersipsos poll,1
superhero cop shows us all what a good police officer looks like,0
heres why the nevada caucus results should be overturned,0
us judges limit trump immigration order some officials ignore rulings,1
conservative celebrities visited trump last night and hilariously trolled a white housepicture of hillary,0
ireland to review us customs preclearance at irish airports,1
france would not recognize unilateral catalan declaration minister,1
exminister accuses former brazil president lula of accepting bribes,1
germanys schaeuble urges parties to compromise take responsibility,1
syrian opposition aims for assads removal in geneva talks,1
white house says obamas endorsement of clinton was no surprise to sanders,1
philippine lawmakers reject last leftwing cabinet minister,1
vietnam protests over chinese livefire drills in south china sea,1
the dangers of romantic love,1
frances macron says his job not cool cites talks with turkeys erdogan,1
kid rocks interview with piers morgan sheds light on why democrats fear his run for us senate,0
russia says too early to decide on un resolution on north korea interfax,1
sean spicer baffles reporters claims trump isnt responsible for hiring flynn,0
uks prince williams daughter charlotte to start at nursery next year,1
trumps eldest son questioned in congress about russia,1
oops crybaby hamilton stars who lectured pence havent voted in years,0
exhomeland secretary johnson to testify in russia probe house intel panel,1
zuma says south africa and morocco will resume diplomatic ties media,1
hypothetically speaking us admiral says ready for nuclear strike on china if trump so ordered,1
green party raises million for presidential vote recounts,1
report trump talking to fox news birther for administration job,0
elizabeth warren humiliates trump for his sexist late night temper tantrum,0
jackie mason hillary clinton too untrustworthy to serve as bathroom attendant shed steal the toilet paper,0
watch fox hosts claim hillary has brain damage because she wears eyeglasses,0
republican candidate trump reverses stance on torture,1
cnnblackmail trending as network blackmails trump meme reddit user,0
how obama and trump responded to fidel castros death says so much about who these men are,0
eus tusk says important to end devastation of polands reputation,1
million badss birders just declared war on oregon terrorists,0
trump scales back tax cuts in new economic plan,1
senate leader mcconnell discussed cabinet obamacare with trump,1
federal judge blows lid off trumps biggest complaints about obamacare,0
what trump just said about transgender people will make republicans furious,0
cnn gets owned pundit explodes on biased reporting about trump,0
more californians dreaming of a country without trump poll,1
trump tells democrats to kiss his a after special election and internet tells him to go fck himself,0
us energy head nuclear power rescue helps national security,1
snl gets real and delivers the most important message of the election year,0
threatening note left at senators office amid healthcare debate,1
former secretary of state powell will vote for clinton newsday,1
liberias president says our democracy is under assault,1
no title,1
dulles airport erupts as detained family reunites after trumps muslim ban,0
israel president rejects pardon appeal of soldier who killed prone palestinian assailant,1
us house speaker confident tax reform can be done in,1
trump vineyard asks labor department for more foreign workers instead of americans,0
us supreme court justice candidate list still open white house,1
students protest us attorney general speech at georgetown,1
uns guterres warns against sleepwalking into war over north korea,1
trump suggests potential softening in hardline position on immigration,1
breaking news general mattis issues fiery warning to n koreas kim jong unstand down or face end of its regimedestruction of its people,0
america takes in refugees in months why are we taking refugees from places on this list,0
unesco passes antiisrael resolution despite tel aviv brickbats,1
the greatest mass murderers of all time were jews says jewish columnist,1
brexit agreement more likely than no deal says uks trade minister,1
trump just thanked his supporters for being vicious and violent toward hillary,0
trump administration reviewing cuba policy white house spokesman,1
turkish prosecutor seeks year jail sentence for rights activists,1
after somalias deadliest bombing a brothers desperate search,1
united states says cambodian accusations all false,1
yr old skier lindsey vonn says she wont represent president trump at upcoming olympics,0
nustars st eustatius terminal damaged by irma no restart date set,1
wow must watch video of grilling of congressmen on benghazi,0
the libertarian parody of star wars,0
eye bleach alert hillary gets her groove on with fellow loony dems,0
usbacked sdf say attacked by russian jets in east syria,1
us court puts obamacare case on hold until trump takes office,1
no terror charges for michigan muslim man who plotted to shoot up large church in detroit had ties to isis dreamed of beheading someoneclaimed he loved to hear people scream and beg,0
russia becomes iraq kurds top funder quiet about independence vote,1
senator urges us airlines to cap fares for people fleeing maria,1
as obamacare deadline nears us states believe every county covered,1
trump vows that his administration will hire american and twitter rips him apart,0
trump angers uk with truculent tweet to may after sharing farright videos,1
another prominent republican declares i will not be voting for donald trump,0
woman arrested for dwi has jawdroppingly stupid reason for saying cops targeted her,0
us state dept spox everybody wants assad out five years ago,0
afghan taliban say kidnapped us professor is seriously ill,1
eus juncker offers carrot and stick to eastern states,1
families of japanese abducted by north korea meet trump but want action,1
militant blast gun attack kill police in egypts sinai,1
fruit prawns off the menu at chinas austere party congress,1
a way forward to liberation for all peoples a new paradigm for true human diversity and freedom,1
democrats literally scream shame at republicans for blocking lgbt amendment,0
tom cotton accepted million from israel to sabotage iran nuclear deal,0
mike pence just dropped a terrifying bombshell on north korea threatens war,0
republicans in london celebrate trumps inauguration,1
watch the view blasts fox news for not covering racism fairly,0
elizabeth fauxchahontas warren caught lying againthis time about sexual harassment,0
kenyas chief prosecutor orders investigation into election board,1
trump put jennifer hudson and relatives up rentfree in trump towers after her family was murderedso why isnt she performing at his inauguration,0
busted hillary and bill clintons massive money laundering scheme with forprofit university makes trump university accusation look like small potatoes,0
lol british wife of lib actor who said there will never be a president donald trumpwarns americans about presidentelect trump,0
scathing new amnesty international report calls for end to israeli war crimes,0
democratic lawmakers press flynn on middle east trips,1
trump raises possibility of eventual legal status for illegal immigrants,1
eu awards human rights prize to venezuelan opposition,1
malis regional elections delayed by security concerns,1
tillerson says north korea designation aimed at third parties,1
first grade teacher reads transgender book to students about how a boy came to the realization he was really a girl,0
tillerson says us china call on north korea to stop nuclear weapons program,1
former welsh government minister suspended in scandal probe found dead,1
oops trumps top surrogate cant even vote for him because hes a democrat,0
us commerce chief ross divesting shipping interests official,1
opposition groups quit iraqi kurdish government over protests,1
russias olympic ban strengthens putins reelection hand,1
trumps response to uss john s mccain collision was just heartless,0
north korea shows no sign it is serious about talking us official,1
watch john mccain mocks president bone spurs over his draft deferments,0
watch trump campaign manager blames women for rape,0
hillary clinton is officially the democratic nominee for president of the united states,0
watch film about barack and michelle set to debut and the plot will amaze you,0
communist george soros says trump will win popular vote in landslide but hillary wins presidencyhuh,0
toll in sanaa fighting rises to killed wounded icrc,1
turkey arrests four people over explosion at tupras refinery anadolu,1
spain sacks catalan government after independence declaration,1
britain becoming us vassal state says french presidential hopeful macron,1
just do it alabama congressman files one sentence bill to repeal largest welfare plan by republicans,0
wow hillary took state department furniture to furnish residence,0
tillerson speaks to saudi counterpart about arrests in kingdom state department,1
dr david duke and dr slattery expose hillarys treason and why trump duke will win,1
us judge to lift house arrest for former trump campaign manager manafort,1
bette midler to twitter if youre deactivating offensive accounts why is trump still here,0
new kosovo pm pledges dialogue with serbia graft fight,1
canada to make fighter jets announcement on december official,1
trump seeks to reboot us relationship with egypt in monday talks,1
eight kenyan schoolgirls die in dormitory blaze government,1
in trump freeze us agencies delay rules affecting farm towns,1
treasury house panel getting very close on puerto rico debt bill,1
democrat chairman yells all together nowfck donald trump,0
all the presidents men chinas politburo lineup a measure of xis power,1
indonesian police warn islamists against raids in search of santa hats,1
ugandan parliament passes law allowing museveni to seek reelection,1
watch trumps new brutal antihillary ad has her barking like a dog,0
senate panel advances nomination of quarles to fed board,1
unreal republican senate confirms eric holder in a skirt antigun proillegal radical racist who believes in the murder of aborted babies born alive,0
ted nugents latest racist rant may cost him the one thing he loves his precious nra membership,0
rino senator flake trashes trump and republican party on way out,0
putin to inform saudi king about his meeting with assad kremlin,1
briton arrested at trump rally wouldnt hurt a fly father says,1
lunch shaming schools punish poor kids who cant pay for lunch with appalling humiliation,0
berlusconis centerright leads narrowly in sicily election exit polls,1
jones certified us senate winner despite moore challenge,1
world food program seeks million dollars for rohingya crisis,1
the working class just got screwed by trump again,0
italys star stung by fake news claims calls for osce election monitors,1
fox news just made the dumbest argument for why trump has more stamina than hillary,0
key democrat cites profound doubt about intelligence panel trump probe,1
chicago finance committee approves payouts for police custody deaths,1
obama to trump keep russia sanctions separate from nuclear talks,1
iraq kurds seek international help to lift sanctions imposed by baghdad,1
at least dead missing in eastern congo floods local official,1
breaking trump supporters busted by fbi for plotting massive terrorist attack,0
va whistleblower tells of lawlessness and chaos you wont believe in billions wasted,0
trial over love parade deaths begins in germany,1
party corruption clinton campaign directly tied to disgraced dnc consultant,0
former cia chief says he warned moscow over election hacking,1
hey packers and bears we dont lock arms for the national anthem,0
bannon allies breitbart return imminent gear up for war on trumps democrat white house,0
hackers play minutes of islamic state propaganda on swedish radio,1
trump says he wouldnt bail out puerto rico,1
how instagram becomes backbone for businesses,0
la cop accidentally shoots himself while chasing suspect,0
finger in every pie how cia produces our news and entertainment,0
suspected of graft indonesian parliament speaker under guard in hospital,1
qatar calls trumps jerusalem move death sentence for peace,1
trump will freak out after this senator just shut him down,0
former christie campaign finance chair slams christie endorsement of donald trump,1
twitter offboards rt and sputnik ads ahead of capitol hill testimony,0
libyan forces attack islamic state near former stronghold,1
thailands political activity ban stays for now pm,1
trump says will attend march fox debate with megyn kelly report,1
donald trump thanks the poorly educated for handing him victory in nevada,0
things are about to get ugly gop introduces plan to stop billion in obamas last minute taxpayer funded regulations,0
un urges japan to resettle more refugees after taking just three in first half,1
sc state rep who is a former cop proposes smart gun law for campuses that the clueless antigun crowd will detest,0
if hillary is elected and becomes too sick to serve could her rapist husband become a de facto president,0
un appalled at year sentence for woman under el salvador abortion law,1
raqqa campaign in final stages sdf says,1
trump said america never wins but obama just took out a major terrorist,0
british pm may outraged at north koreas reckless provocation spokesman,1
boris johnson gives pm may advice on brexit while parading loyalty,1
rand paul picks fight with wrong senator says cruz is pretty much done in senate because he wont get along,0
colombias defense minister says drug policy must be longterm,1
republican senator hatch rejects bipartisan healthcare deal,1
philippines duterte keeps open pit mining ban in policy clash,1
eu executive not assessing impact of catalan crisis on spanish economy,1
trump promises to destroy the usa during interview with lester holt,0
china lodges stern protest with south korea over thaad deployment,1
sharpton shakes down pastors for donations at memorial for black youths black pastor calls sharpton a pimp,0
one of the biggest geniuses ever issues a warning about donald trump,0
republicans confident tax bill to become law this week,1
gop rep steve king the time has passed for release of trumps tax returns,0
usled coalition says islamic state convoy remains in syrian desert,1
south africas zuma says influencepeddling in his government to be investigated,1
gop scandal falls apart as new emails didnt come from hillary clintons server,1
secretary of state nominee says risk of climate change does exist,1
chinas xi trump discuss global hotspot issues xinhua,1
the one major reason trump wont give up on his support for white supremacists,0
university warns make sure your holiday party is not a christmas party in disguise,0
turkeys erdogan says military economic options on table over iraqi kurdish referendum,1
kushner takes the only life boat watches junior and manafort drown from the shore,0
cyprus says it agrees with spain to postpone southern eu summit,1
breaking house dems have had it with trump and are fighting back with protests and lawsuits,0
argentina says russia wants more argentine food products,1
boom judge jeanine to obama instead of blaming guns why dont you start shooting terrorists,0
elizabeth warren just decimated ted cruz for whining about his sacrifices boo hoo,0
about killed when train derails catches fire in congo,1
trump commerce nominee ross to tell senators i am not antitrade,1
us immigration arrests up nearly percent under trump,1
hypocrisy democrat senator criticizes president trump for moving us embassy to jerusalem after she voted to move us embassy to jerusalem,0
trump hurricane irma has absolutely historic destructive potential,1
white house chides congress for failing to fund zika,1
white protrump pastor tries to rap attack on eminem and its fcking hilarious,0
trump campaign paid lawyer now representing son in june,1
clinton calls trump a loose cannon risky choice for president,1
dutch authorities try to avoid russian air ban over schiphol landing slots,1
trumploving pastor absurdly says mexico will fund border wall or get its legs broken,0
house republicans test trump on his usmexico wall,1
us prepares to open doors on billiondollar london embassy,1
shocking video muslim child bride forced to wed man years olderyou wont believe what he trades for her,0
trump to give state of the union address on jan white house,1
wikileaks clinton confidant raised money for foundation got bill paid gigs,0
australia to move asylum seekers to new png detention center,1
when a government puts immigrants before citizens swedish citizens have no place to live no jobs need to carry guns everywhere they go,0
obama to meet michigan mayor to discuss contaminated water white house,1
seth macfarlane just told johnson and stein supporters exactly what they need to hear,0
prisoners are going on strike across the united states to end legal slavery,0
britain us deny that trump state visit delayed,1
china supports cambodias crackdown on political opposition,1
eu says needs concrete evidence from turkey to deem gulen network as terrorist,1
us charges two with bribing african officials for china energy firm,1
factbox trump on twitter fake news foreign policy,1
things you need to know about the dakota access pipeline protests,0
prof michel chossudovsky discusses hillary clintons foreign policy emerging nuclear risks,0
trumps bromance with russias putin appears to be cooling,1
more work to be done to unlock brexit talks britains may eus tusk,1
syrian government says ready to take part in moscowbacked congress,1
fox news liberal apologist geraldo rivera gets a taste of liberal hate at dnc convention,0
go back to your own country rightwing bigot shoots man in fit of antiimmigrant rage,0
ivanka drops shocking bombshell on the obamas right before they leave white house,0
kenyan opposition leader calls for petitions against vote won by kenyatta,1
trumps time interview is the most batsht fcking insane thing youll ever see,0
katheryn from my walk talk,0
mccain says russia testing us in ukraine urges trump to hit back,1
bernie sanders just got one of the most important endorsements of his campaign so far,0
reports that trump eyeing revamp of spy agencies are false spokesman,1
putin says trump hampered from delivering electoral promises,1
its happening trump says rudy giuliani will head commission to figure out how to ban muslims,0
trump gets his a handed to him for running off stage because some guy had a sign,0
lavrov to trump do not attack venezuela,0
hurricane irma kills three in puerto rico government says,1
abc news gets destroyed on twitter for waiting several hours to admit they got major detail in flynn story wrongfakenewsabc,0
nutty lefty breaks into trumps maralago clubvandalizes with bananas,0
trump spokesman reveals astonishingly racist reason kanye west wasnt invited to inauguration,0
trumps brilliant solution to opioid crisis just tell youth no good really bad for you,0
florida continues forprofit juvenile prisons after years of abuses corruption,0
elizabeth warren tears trump apart again praises dem candidates,0
inconvenient truth of obamas drug abuse brought up at vietnam press eventdid he or didnt he,0
these banks are fighting the cycle of poverty in places the major banks wont go,0
racist florida woman tells black people you should have stayed in africa in insane rant,0
duterte berates canadas trudeau at end of philippines summit,1
us government jailing people for not paying back student loans,0
us government watchdog calls for changes in afghan training effort,1
teen accidentally shot and killed by his father at florida gun range,0
us pressure or not un nuclear watchdog sees no need to check iran military sites,1
maine governor prove im racist you socialist ccksucker,0
trump tries to court the gay community instead they trend lgbtqhatestrumpparty,0
watch fox panel glorifies this vile poverty shaming assault at walmart,0
trump hires street fighter in new shakeup of white house campaign,1
hot mic catches joe biden revealing his after vp plans just as amazing as we thought,0
college moves to fire christian professor for saying christians and muslims worship same god,0
politico writer suggests trump is having sex with daughter ivankashows no remorsepolitico fires her,0
watch media critic destroys cnn for hiring trumps campaign manager,0
burundi takes steps to extend presidents rule as crisis deepens,1
panda photobombs melania trump on trip to beijing zoo and amazing great wall of china,0
hollywood libs create insane propaganda video for obama warning iran will bomb us with nukes if congress blocks obamas deallike a really dark unpleasant death toast,0
theres a new majority religious voting bloc in the us and conservative christians wont like it,0
us candidate rubio conditions not right for israelpalestinian twostate solution,1
carter blasts trumps ban on transgender says social policy,1
republican candidate cruz wins support from exrival graham,1
philippine leader says no way hell do deal with islamist rebels,1
trump netanyahus wife lament negative media coverage,1
fearing trumps next move liberals urge supreme court conservative kennedy to stay,1
exposed plot to bring in cheap foreign labor exposed no us labor shortage,0
clinton campaign circulated paul ryan relative as possible supreme court pick,0
treasurys mnuchin difficult not to cut taxes for top percent,1
women reporters are being turned away from covering congress heres why,0
all whites in backdemocrats prove their obsession with race in one ridiculous photo,0
lol lawless hs snowflakes try to bust out of school for antitrump protestschool locks them in,0
illinois proposes state police hiring in effort to curb violence,1
keith olbermann buries trump for whining about recount efforts,0
rick santorum endorses rubio but cant actually name any of his accomplishments,0
gallup americans more confident in trump since election daily wire,1
us companies tout climate policies fund climate skeptics,1
turkish nationalist leader says thousands ready to fight for iraq turkmen,1
new rule requires us banks to allow consumer class actions,1
veteran newsman ted koppel scorches oreilly you spent years making the news dumber,0
immigrants from soviet union want to know why americans support bernie sanders,0
exclusive chinas border city with north korea eases tourism curbs sources,1
hillary clinton en dates le gorafi,0
israel endorses independent kurdish state,1
uk foreign secretary says hariri should return to lebanon,1
trump sounds off on abortion criticism comes from all sides,1
man arrested after trying to sell original of bosnias peace treaty,1
hurricane maria makes landfall in puerto rico nhc,1
trump administration backs looser obamacare waivers for states,1
mexico announces more help for migrants after tough texas law,1
detroit woman kills best friend over presidential race argumentmedia refuses to say killer supported obama,0
white house deregulation push clears out hundreds of proposed rules,1
veteran rips into obama and democrats for their failures and lies,0
trump was wrong to retweet uk farright group british pm mays spokesman,1
the washington post just asked a major question of trumps administration and hell be livid,0
face time with may uk listens to bankers brexit worries,1
trump on twitter hillary clinton tax cut bill,1
who do you think won the cnbc gop presidential debate,0
indian princess watches over rare paleontological remains,1
terrortied group plans inyourface parade float at tomorrows veterans day parade,0
viral video how we can win in our last stand against the progressive leftthis is awesome,0
man screamed get out of my country before shooting two immigrants in a bar,0
senate republican leaders release revised version of healthcare bill,1
border collapse amid election,0
trumps wife seeks to soften his image at raucous republican convention,1
congressman seeks probe of chartered flights by us energy secretary,1
france to raise minimum food prices limit bargain sales,1
fbi director nominee wray earned million in law practice last year,1
spain to suspend catalonias autonomy in response to independence threat,1
london sky turns yellow as storm blows in saharan dust spanish smoke,1
merkel vows to restrict trade with turkey over arrests,1
alex jones positive obama killed scalia and youll never believe who he thinks is next,0
trump says he had very good meeting with ryan fox news,1
us conference on libya postponed over trump travel ban organizers,1
woman born in nazi germany says trump doesnt remind her of hitlerrioting leftists trying to shut down free speech does,0
senate panel backs trump national security adviser pick,1
trumps choice for us attorney general says he can stand up to him,1
hariri says gulf states not planning measures against lebanon,1
un chief presses for release of arrested reuters journalists in myanmar,1
huma abedin in talks to write tell all for a huge pay daydoes anyone care,0
episode sunday wire crisis of liberty with guests jason casella and kim upton,0
trump reportedly lost his sht when he realized the womens march was bigger than his inauguration,0
factbox trump on twitter tax reform florida clinton,1
argentina congress passes law to fight corporate corruption,1
hurricane irma will devastate part of us emergency services head,1
eu executive steps up action against hungary over ngo law,1
senior saudi prince freed in settlement agreement of billion saudi official,1
its official the united states government is censoring climate data,0
moscow cairo may sign deal on friday to resume russian flights to egypt tass,1
britain says ministers remarks offer no basis for action against jailed aid worker in iran,1
while everyone was distracted here are five ways trump just moved to fck over middle america,0
watch obama forced to reassure uk that republicans havent completely ruined united states yet,0
obama to give goodies to his latest favorite groupcriminals,0
ann coulter trump doesnt need gops support he is the party,0
iran halts flights to iraqs kurdish region in retaliation for independence vote,1
us embassy in egypt bans personnel from visiting religious sites outside cairo,1
failure of german coalition talks would strengthen populists eus oettinger,1
watch home improvements tim allen reminds us of what a mans bathroom should look like,0
how we know america is finally winning popular leftist publication urges antitrump thugs to stop protesting,0
chinas xi says study capitalism but marxism remains top,1
